item_id,status,created_at,sku,price,qty_ordered,grand_total,increment_id,category_name_1,sales_commission_code,discount_amount,payment_method,Working Date,BI Status, MV ,Year,Month,Customer Since,M-Y,FY,Customer ID,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25
211160.0,order_refunded,7/1/2016,Mochika_M0001112-8,1913.0,1.0,3826.0,100147462,Men's Fashion,\N,0.0,cod,7/1/2016,Valid," 1,913 ",2016.0,7.0,2016-7,7-2016,FY17,17.0,,,,,
211162.0,complete,7/1/2016,SKMT_Blood Test,500.0,1.0,0.0,100147463,Others,\N,0.0,customercredit,7/1/2016,Net, 500 ,2016.0,7.0,2016-7,7-2016,FY17,16.0,,,,,
211163.0,complete,7/1/2016,SKMT_Medicine,100.0,5.0,0.0,100147463,Others,\N,0.0,customercredit,7/1/2016,Net, 500 ,2016.0,7.0,2016-7,7-2016,FY17,16.0,,,,,
211164.0,canceled,7/1/2016,sputnik_701/5-11,1500.0,2.0,3000.0,100147464,Men's Fashion,\N,0.0,cod,7/1/2016,Gross," 3,000 ",2016.0,7.0,2016-7,7-2016,FY17,18.0,,,,,
211166.0,complete,7/1/2016,Ctees-Black Zip- Up Hoodie-XL,450.0,1.0,450.0,100147465,Kids & Baby,\N,0.0,cod,7/1/2016,Net, 450 ,2016.0,7.0,2016-7,7-2016,FY17,19.0,,,,,
211168.0,complete,7/1/2016,Samsung Galaxy J5,20999.0,1.0,20999.0,100147466,Mobiles & Tablets,R-FSD-58130,0.0,cod,7/1/2016,Net," 20,999 ",2016.0,7.0,2016-7,7-2016,FY17,20.0,,,,,
211169.0,complete,7/1/2016,kcc_krone deal,360.0,1.0,360.0,100147467,Beauty & Grooming,R-FSD-58130,0.0,cod,7/1/2016,Net, 360 ,2016.0,7.0,2016-7,7-2016,FY17,20.0,,,,,
211170.0,refund,7/1/2016,Veet_4,165.0,1.0,300.0,100147468,Beauty & Grooming,\N,82.5,cod,7/1/2016,Valid, 165 ,2016.0,7.0,2016-7,7-2016,FY17,21.0,,,,,
211171.0,refund,7/1/2016,RS_Gulab jaman Tin,435.0,1.0,300.0,100147468,Soghaat,\N,217.5,cod,7/1/2016,Valid, 435 ,2016.0,7.0,2016-7,7-2016,FY17,21.0,,,,,
211172.0,canceled,7/1/2016,cr_PEANUT SALTY-200 GM,90.0,1.0,940.0,100147469,Soghaat,\N,0.0,cod,7/1/2016,Gross, 90 ,2016.0,7.0,2016-7,7-2016,FY17,22.0,,,,,
211173.0,canceled,7/1/2016,Oriflame_21557,850.0,1.0,940.0,100147469,Beauty & Grooming,\N,0.0,cod,7/1/2016,Gross, 850 ,2016.0,7.0,2016-7,7-2016,FY17,22.0,,,,,
211174.0,complete,7/1/2016,JBS_TAT-128,3672.0,1.0,3672.0,100147470,Home & Living,\N,0.0,cod,7/1/2016,Net," 3,672 ",2016.0,7.0,2016-7,7-2016,FY17,23.0,,,,,
211175.0,complete,7/1/2016,cr_PEANUT SALTY-200 GM,90.0,1.0,740.0,100147471,Soghaat,\N,19.15,cod,7/1/2016,Net, 90 ,2016.0,7.0,2016-7,7-2016,FY17,22.0,,,,,
211176.0,complete,7/1/2016,Oriflame_21557,850.0,1.0,740.0,100147471,Beauty & Grooming,\N,180.85,cod,7/1/2016,Net, 850 ,2016.0,7.0,2016-7,7-2016,FY17,22.0,,,,,
211177.0,order_refunded,7/1/2016,Ajmery_BRR-590-M,899.0,1.0,899.0,100147472,Men's Fashion,\N,0.0,cod,7/1/2016,Valid, 899 ,2016.0,7.0,2016-7,7-2016,FY17,24.0,,,,,
211179.0,canceled,7/1/2016,HOS_GUCFW75,7400.0,1.0,11000.0,100147473,Beauty & Grooming,\N,0.0,mygateway,7/1/2016,Gross," 7,400 ",2016.0,7.0,2016-7,7-2016,FY17,25.0,,,,,
211180.0,canceled,7/1/2016,Lexon_LL116B-Blue,3600.0,1.0,11000.0,100147473,Mobiles & Tablets,\N,0.0,mygateway,7/1/2016,Gross," 3,600 ",2016.0,7.0,2016-7,7-2016,FY17,25.0,,,,,
211182.0,complete,7/1/2016,kcc_Fantasy Perfumed Talcum Powder-200gm,143.0,1.0,168.0,100147474,Beauty & Grooming,\N,77.72,cod,7/1/2016,Net, 143 ,2016.0,7.0,2016-7,7-2016,FY17,22.0,,,,,
211184.0,complete,7/1/2016,2Zee_SC6,225.0,1.0,168.0,100147474,Beauty & Grooming,\N,122.28,cod,7/1/2016,Net, 225 ,2016.0,7.0,2016-7,7-2016,FY17,22.0,,,,,
211185.0,complete,7/1/2016,Q MOBILE Noir X20,4500.0,1.0,4500.0,100147475,Mobiles & Tablets,\N,0.0,cod,7/1/2016,Net," 4,500 ",2016.0,7.0,2016-7,7-2016,FY17,26.0,,,,,
211186.0,canceled,7/1/2016,rehaab_RJ160047,3156.0,1.0,6152.0,100147476,Women's Fashion,\N,0.0,cod,7/1/2016,Gross," 3,156 ",2016.0,7.0,2016-7,7-2016,FY17,27.0,,,,,
211187.0,canceled,7/1/2016,Farah_3-B,2996.0,1.0,6152.0,100147476,Women's Fashion,\N,0.0,cod,7/1/2016,Gross," 2,996 ",2016.0,7.0,2016-7,7-2016,FY17,27.0,,,,,
211188.0,canceled,7/1/2016,RS_Sohan Halwa Tin,300.0,2.0,2210.0,100147477,Soghaat,\N,0.0,cod,7/1/2016,Gross, 600 ,2016.0,7.0,2016-7,7-2016,FY17,28.0,,,,,
211189.0,canceled,7/1/2016,UK_Soan Papdi Original 250 Gms,150.0,2.0,2210.0,100147477,Soghaat,\N,0.0,cod,7/1/2016,Gross, 300 ,2016.0,7.0,2016-7,7-2016,FY17,28.0,,,,,
211190.0,canceled,7/1/2016,UK_Gift Box Soghaat 500 Gms,465.0,2.0,2210.0,100147477,Soghaat,\N,0.0,cod,7/1/2016,Gross, 930 ,2016.0,7.0,2016-7,7-2016,FY17,28.0,,,,,
211191.0,canceled,7/1/2016,RS_Double Delight,380.0,1.0,2210.0,100147477,Soghaat,\N,0.0,cod,7/1/2016,Gross, 380 ,2016.0,7.0,2016-7,7-2016,FY17,28.0,,,,,
211192.0,canceled,7/1/2016,Al Muhafiz Sohan Halwa Almond,350.0,1.0,350.0,100147478,Soghaat,\N,0.0,cod,7/1/2016,Gross, 350 ,2016.0,7.0,2016-7,7-2016,FY17,29.0,,,,,
211193.0,complete,7/1/2016,UK_Gift Box Baklawa 500 Gms,425.0,1.0,425.0,100147479,Soghaat,\N,0.0,cod,7/1/2016,Net, 425 ,2016.0,7.0,2016-7,7-2016,FY17,30.0,,,,,
211194.0,complete,7/1/2016,sputnik_2146/6-8,850.0,1.0,850.0,100147480,Women's Fashion,\N,0.0,cod,7/1/2016,Net, 850 ,2016.0,7.0,2016-7,7-2016,FY17,31.0,,,,,
211196.0,complete,7/1/2016,kkc_Kingtox 450ml Classic Green All Insect Killer Spray,251.0,1.0,251.0,100147481,Home & Living,C-PEW-104656,0.0,cod,7/1/2016,Net, 251 ,2016.0,7.0,2016-7,7-2016,FY17,32.0,,,,,
211197.0,order_refunded,7/1/2016,kcc_krone deal,360.0,1.0,360.0,100147482,Beauty & Grooming,C-Rwp-101853,0.0,cod,7/1/2016,Valid, 360 ,2016.0,7.0,2016-7,7-2016,FY17,33.0,,,,,
211198.0,complete,7/1/2016,Al Muhafiz Sohan Halwa Walnut,510.0,1.0,835.0,100147483,Soghaat,\N,0.0,cod,7/1/2016,Net, 510 ,2016.0,7.0,2016-7,7-2016,FY17,34.0,,,,,
211199.0,complete,7/1/2016,RS_Honey Dry Fruit Halwa,325.0,1.0,835.0,100147483,Soghaat,\N,0.0,cod,7/1/2016,Net, 325 ,2016.0,7.0,2016-7,7-2016,FY17,34.0,,,,,
211200.0,complete,7/1/2016,itter_AB 1214,300.0,1.0,300.0,100147484,Beauty & Grooming,C-ISB-47491,0.0,cod,7/1/2016,Net, 300 ,2016.0,7.0,2016-7,7-2016,FY17,35.0,,,,,
211202.0,order_refunded,7/1/2016,Eco Star_40U557,30417.0,1.0,30417.0,100147486,Entertainment,c-uet-44938,0.0,cod,7/1/2016,Valid," 30,417 ",2016.0,7.0,2016-7,7-2016,FY17,36.0,,,,,
211201.0,order_refunded,7/1/2016,kcc_krone deal,360.0,1.0,360.0,100147485,Beauty & Grooming,C-RWP-103867,0.0,cod,7/1/2016,Valid, 360 ,2016.0,7.0,2016-7,7-2016,FY17,33.0,,,,,
211203.0,complete,7/1/2016,Al Muhafiz Sohan Halwa Almond,350.0,2.0,700.0,100147487,Soghaat,\N,0.0,cod,7/1/2016,Net, 700 ,2016.0,7.0,2016-7,7-2016,FY17,37.0,,,,,
211204.0,complete,7/1/2016,Orient_OR-6057 GX LGFD LV,45250.0,1.0,45250.0,100147488,Appliances,R-KHS-104405,0.0,cod,7/1/2016,Net," 45,250 ",2016.0,7.0,2016-7,7-2016,FY17,38.0,,,,,
211205.0,canceled,7/1/2016,HOS_JPGCW100,8100.0,3.0,24588.0,100147489,Beauty & Grooming,104835,0.0,cod,7/1/2016,Gross," 24,300 ",2016.0,7.0,2016-7,7-2016,FY17,39.0,,,,,
211206.0,canceled,7/1/2016,kkc_Jasmine King Air Freshener,144.0,2.0,24588.0,100147489,Home & Living,104835,0.0,cod,7/1/2016,Gross, 288 ,2016.0,7.0,2016-7,7-2016,FY17,39.0,,,,,
211207.0,complete,7/1/2016,asimjofaeanew_5A,5597.0,1.0,5597.0,100147490,Women's Fashion,R-KHS-104405,0.0,cod,7/1/2016,Net," 5,597 ",2016.0,7.0,2016-7,7-2016,FY17,40.0,,,,,
211208.0,order_refunded,7/1/2016,ajmery_F9-981,999.0,1.0,999.0,100147491,Men's Fashion,C-ISB-105964,0.0,cod,7/1/2016,Valid, 999 ,2016.0,7.0,2016-7,7-2016,FY17,35.0,,,,,
211209.0,refund,7/1/2016,hijabh_JILBAB-C (1)-52x,4950.0,1.0,4950.0,100147492,Women's Fashion,R-KHS-104405,0.0,cod,7/1/2016,Valid," 4,950 ",2016.0,7.0,2016-7,7-2016,FY17,40.0,,,,,
211211.0,order_refunded,7/1/2016,noritake_NTM163M,805.0,1.0,805.0,100147493,Home & Living,865116,0.0,cod,7/1/2016,Valid, 805 ,2016.0,7.0,2016-7,7-2016,FY17,41.0,,,,,
211212.0,complete,7/1/2016,kcc_krone deal,360.0,1.0,360.0,100147494,Beauty & Grooming,C-ISB-40310,0.0,cod,7/1/2016,Net, 360 ,2016.0,7.0,2016-7,7-2016,FY17,35.0,,,,,
211213.0,order_refunded,7/1/2016,RS_Habshi Halwa Tin,280.0,1.0,280.0,100147495,Soghaat,C-ISB-102148,0.0,cod,7/1/2016,Valid, 280 ,2016.0,7.0,2016-7,7-2016,FY17,35.0,,,,,
211214.0,canceled,7/1/2016,sentiments_WRK1612,1.0,1.0,1.0,100147496,\N,C-RWP-102627,0.0,cod,7/1/2016,Gross, 1 ,2016.0,7.0,2016-7,7-2016,FY17,33.0,,,,,
211215.0,order_refunded,7/1/2016,bata_comfit-8613714-43-9,999.0,1.0,999.0,100147497,Men's Fashion,R-PEW-41424,0.0,cod,7/1/2016,Valid, 999 ,2016.0,7.0,2016-7,7-2016,FY17,42.0,,,,,
211217.0,complete,7/1/2016,kcc_krone deal,360.0,1.0,360.0,100147498,Beauty & Grooming,C-MUX-33202,0.0,cod,7/1/2016,Net, 360 ,2016.0,7.0,2016-7,7-2016,FY17,43.0,,,,,
211218.0,order_refunded,7/1/2016,Al Muhafiz Sohan Halwa Almond,350.0,1.0,350.0,100147499,Soghaat,C-KHS-44926,0.0,cod,7/1/2016,Valid, 350 ,2016.0,7.0,2016-7,7-2016,FY17,44.0,,,,,
211219.0,order_refunded,7/1/2016,Al Muhafiz Sohan Halwa Almond,350.0,1.0,350.0,100147500,Soghaat,C-KHS-44926,0.0,cod,7/1/2016,Valid, 350 ,2016.0,7.0,2016-7,7-2016,FY17,44.0,,,,,
211220.0,complete,7/1/2016,UK_Namkino Mix Nimco 8 Pcs Gift Pack,760.0,1.0,1195.0,100147501,Soghaat,R-KHW-104406,0.0,cod,7/1/2016,Net, 760 ,2016.0,7.0,2016-7,7-2016,FY17,13.0,,,,,
211221.0,complete,7/1/2016,RS_Gulab jaman Tin,435.0,1.0,1195.0,100147501,Soghaat,R-KHW-104406,0.0,cod,7/1/2016,Net, 435 ,2016.0,7.0,2016-7,7-2016,FY17,13.0,,,,,
211222.0,canceled,7/1/2016,sentiments_WRK1612,1.0,5.0,5.0,100147502,\N,C-RWP-66032,0.0,cod,7/1/2016,Gross, 5 ,2016.0,7.0,2016-7,7-2016,FY17,33.0,,,,,
211223.0,canceled,7/1/2016,sentiments_WRK1612,1.0,2.0,2.0,100147503,\N,C-RWP-31924,0.0,cod,7/1/2016,Gross, 2 ,2016.0,7.0,2016-7,7-2016,FY17,33.0,,,,,
211225.0,canceled,7/1/2016,sentiments_WRK1612,1.0,1.0,1.0,100147505,\N,C-RWP-102627,0.0,cod,7/1/2016,Gross, 1 ,2016.0,7.0,2016-7,7-2016,FY17,33.0,,,,,
211224.0,received,7/1/2016,kcc_krone deal,360.0,1.0,360.0,100147504,Beauty & Grooming,C-MUX-106279,0.0,cod,7/1/2016,Valid, 360 ,2016.0,7.0,2016-7,7-2016,FY17,43.0,,,,,
211226.0,received,7/1/2016,kcc_glamour deal,320.0,1.0,320.0,100147506,Beauty & Grooming,C-MUX-106279,0.0,cod,7/1/2016,Valid, 320 ,2016.0,7.0,2016-7,7-2016,FY17,43.0,,,,,
211227.0,complete,7/1/2016,RS_Gulab jaman Tin,435.0,1.0,1195.0,100147507,Soghaat,R-KHW-104406,0.0,cod,7/1/2016,Net, 435 ,2016.0,7.0,2016-7,7-2016,FY17,13.0,,,,,
211228.0,complete,7/1/2016,UK_Namkino Mix Nimco 8 Pcs Gift Pack,760.0,1.0,1195.0,100147507,Soghaat,R-KHW-104406,0.0,cod,7/1/2016,Net, 760 ,2016.0,7.0,2016-7,7-2016,FY17,13.0,,,,,
211229.0,received,7/1/2016,kcc_Buy 2 Frey Air Freshener & Get 1 Kasual Body Spray Free,240.0,1.0,240.0,100147508,Beauty & Grooming,C-MUX-106279,0.0,cod,7/1/2016,Valid, 240 ,2016.0,7.0,2016-7,7-2016,FY17,43.0,,,,,
211230.0,received,7/1/2016,kcc_krone deal,360.0,1.0,360.0,100147509,Beauty & Grooming,C-MUX-106279,0.0,cod,7/1/2016,Valid, 360 ,2016.0,7.0,2016-7,7-2016,FY17,43.0,,,,,
211231.0,order_refunded,7/1/2016,Inoxy_Inoxy Hair Miracle Elixir,1875.0,1.0,1875.0,100147510,Beauty & Grooming,\N,0.0,cod,7/1/2016,Valid," 1,875 ",2016.0,7.0,2016-7,7-2016,FY17,45.0,,,,,
211232.0,complete,7/1/2016,UK_Namkino Mix Nimco 8 Pcs Gift Pack,760.0,1.0,1195.0,100147511,Soghaat,R-KHW-104406,0.0,cod,7/1/2016,Net, 760 ,2016.0,7.0,2016-7,7-2016,FY17,13.0,,,,,
211233.0,complete,7/1/2016,RS_Chum Chum Tin,435.0,1.0,1195.0,100147511,Soghaat,R-KHW-104406,0.0,cod,7/1/2016,Net, 435 ,2016.0,7.0,2016-7,7-2016,FY17,13.0,,,,,
211234.0,received,7/1/2016,kcc_krone deal,360.0,1.0,360.0,100147512,Beauty & Grooming,C-MUX-43032,0.0,cod,7/1/2016,Valid, 360 ,2016.0,7.0,2016-7,7-2016,FY17,43.0,,,,,
211235.0,received,7/1/2016,kcc_krone deal,360.0,1.0,360.0,100147513,Beauty & Grooming,C-MUX-43032,0.0,cod,7/1/2016,Valid, 360 ,2016.0,7.0,2016-7,7-2016,FY17,43.0,,,,,
211236.0,complete,7/1/2016,RS_Chum Chum Tin,435.0,1.0,1195.0,100147514,Soghaat,R-KHW-104406,0.0,cod,7/1/2016,Net, 435 ,2016.0,7.0,2016-7,7-2016,FY17,13.0,,,,,
211237.0,complete,7/1/2016,UK_Namkino Mix Nimco 8 Pcs Gift Pack,760.0,1.0,1195.0,100147514,Soghaat,R-KHW-104406,0.0,cod,7/1/2016,Net, 760 ,2016.0,7.0,2016-7,7-2016,FY17,13.0,,,,,
211238.0,received,7/1/2016,kcc_glamour deal,320.0,1.0,320.0,100147515,Beauty & Grooming,C-MUX-106279,0.0,cod,7/1/2016,Valid, 320 ,2016.0,7.0,2016-7,7-2016,FY17,43.0,,,,,
211239.0,complete,7/1/2016,Dany_AUK-650 ,4200.0,1.0,4200.0,100147516,Mobiles & Tablets,R-LHW-105666,0.0,cod,7/1/2016,Net," 4,200 ",2016.0,7.0,2016-7,7-2016,FY17,46.0,,,,,
211240.0,complete,7/1/2016,UK_Namkino Mix Nimco 8 Pcs Gift Pack,760.0,1.0,1195.0,100147517,Soghaat,R-KHW-104406,0.0,cod,7/1/2016,Net, 760 ,2016.0,7.0,2016-7,7-2016,FY17,13.0,,,,,
211241.0,complete,7/1/2016,RS_Chum Chum Tin,435.0,1.0,1195.0,100147517,Soghaat,R-KHW-104406,0.0,cod,7/1/2016,Net, 435 ,2016.0,7.0,2016-7,7-2016,FY17,13.0,,,,,
211242.0,complete,7/1/2016,urban_ PT004-L,550.0,1.0,550.0,100147518,\N,C-PEW-105784,0.0,cod,7/1/2016,Net, 550 ,2016.0,7.0,2016-7,7-2016,FY17,47.0,,,,,
211244.0,complete,7/1/2016,jackpot_JP-7999,1230.0,1.0,1230.0,100147519,Appliances,\N,0.0,cod,7/1/2016,Net," 1,230 ",2016.0,7.0,2016-7,7-2016,FY17,48.0,,,,,
211245.0,complete,7/1/2016,RS_Chum Chum Tin,435.0,1.0,1195.0,100147520,Soghaat,R-KHW-104406,0.0,cod,7/1/2016,Net, 435 ,2016.0,7.0,2016-7,7-2016,FY17,13.0,,,,,
211246.0,complete,7/1/2016,UK_Namkino Mix Nimco 8 Pcs Gift Pack,760.0,1.0,1195.0,100147520,Soghaat,R-KHW-104406,0.0,cod,7/1/2016,Net, 760 ,2016.0,7.0,2016-7,7-2016,FY17,13.0,,,,,
211247.0,complete,7/1/2016,UK_Namkino Mix Nimco 8 Pcs Gift Pack,760.0,1.0,1195.0,100147521,Soghaat,R-KHW-104406,0.0,cod,7/1/2016,Net, 760 ,2016.0,7.0,2016-7,7-2016,FY17,13.0,,,,,
211248.0,complete,7/1/2016,RS_Chum Chum Tin,435.0,1.0,1195.0,100147521,Soghaat,R-KHW-104406,0.0,cod,7/1/2016,Net, 435 ,2016.0,7.0,2016-7,7-2016,FY17,13.0,,,,,
211249.0,received,7/1/2016,kcc_glamour deal,320.0,1.0,320.0,100147522,Beauty & Grooming,C-MUX-48271,0.0,cod,7/1/2016,Valid, 320 ,2016.0,7.0,2016-7,7-2016,FY17,43.0,,,,,
211250.0,received,7/1/2016,kcc_glamour deal,320.0,1.0,320.0,100147523,Beauty & Grooming,C-MUX-48271,0.0,cod,7/1/2016,Valid, 320 ,2016.0,7.0,2016-7,7-2016,FY17,43.0,,,,,
211251.0,canceled,7/1/2016,Al Muhafiz Sohan Halwa Walnut,510.0,1.0,880.0,100147524,Soghaat,\N,0.0,ublcreditcard,7/1/2016,Gross, 510 ,2016.0,7.0,2016-7,7-2016,FY17,49.0,,,,,
211252.0,canceled,7/1/2016,UK_Gift Box Pistachio Delight 500 Gms,370.0,1.0,880.0,100147524,Soghaat,\N,0.0,ublcreditcard,7/1/2016,Gross, 370 ,2016.0,7.0,2016-7,7-2016,FY17,49.0,,,,,
211253.0,canceled,7/1/2016,test_tcsconnect,2.0,1.0,2.0,100147525,\N,\N,0.0,cod,7/1/2016,Gross, 2 ,2016.0,7.0,2016-7,7-2016,FY17,50.0,,,,,
211254.0,received,7/1/2016,kcc_glamour deal,320.0,1.0,320.0,100147526,Beauty & Grooming,C-MUX-48271,0.0,cod,7/1/2016,Valid, 320 ,2016.0,7.0,2016-7,7-2016,FY17,43.0,,,,,
211255.0,received,7/1/2016,kcc_krone deal,360.0,4.0,1440.0,100147527,Beauty & Grooming,C-MUX-48271,0.0,cod,7/1/2016,Valid," 1,440 ",2016.0,7.0,2016-7,7-2016,FY17,43.0,,,,,
211256.0,complete,7/1/2016,kcc_krone deal,360.0,1.0,360.0,100147528,Beauty & Grooming,C-MUX-48271,0.0,cod,7/1/2016,Net, 360 ,2016.0,7.0,2016-7,7-2016,FY17,43.0,,,,,
211257.0,complete,7/1/2016,kcc_glamour deal,320.0,1.0,320.0,100147529,Beauty & Grooming,C-MUX-48271,0.0,cod,7/1/2016,Net, 320 ,2016.0,7.0,2016-7,7-2016,FY17,43.0,,,,,
211258.0,order_refunded,7/1/2016,kcc_Buy 2 Frey Air Freshener & Get 1 Kasual Body Spray Free,240.0,1.0,240.0,100147530,Beauty & Grooming,C-MUX-48271,0.0,cod,7/1/2016,Valid, 240 ,2016.0,7.0,2016-7,7-2016,FY17,43.0,,,,,
211259.0,canceled,7/1/2016,Al Muhafiz Sohan Halwa Almond,350.0,1.0,350.0,100147531,Soghaat,\N,0.0,cod,7/1/2016,Gross, 350 ,2016.0,7.0,2016-7,7-2016,FY17,51.0,,,,,
211260.0,canceled,7/1/2016,sst_Lyquin-Regular fit-Large,1950.0,1.0,2745.0,100147532,Men's Fashion,\N,0.0,ublcreditcard,7/1/2016,Gross," 1,950 ",2016.0,7.0,2016-7,7-2016,FY17,52.0,,,,,
211262.0,canceled,7/1/2016,Fcafe_11777-L,795.0,1.0,2745.0,100147532,Men's Fashion,\N,0.0,ublcreditcard,7/1/2016,Gross, 795 ,2016.0,7.0,2016-7,7-2016,FY17,52.0,,,,,
